surly,0,0,0,3 
swamp,1,1,1,1 
swans,1,0,0,0 
swarm,1,0,0,0 
swear,0,1,0,0 
sweet,14,4,0,2 
swell,1,0,0,0 
swept,0,1,0,0 
swift,7,2,0,7 
sword,4,0,0,0 
table,0,1,0,12 
taint,0,0,0,1 
taken,0,28,0,25 
takes,1,3,1,5 
tales,1,1,0,0 
talks,1,0,0,1 
tamed,1,0,0,0 
tardy,0,0,0,1 
tasks,0,0,0,1 
taste,0,0,0,28 
tawny,1,0,0,0 
taxes,0,1,0,0 
teams,0,2,0,0 
tears,5,7,0,7 
tebbs,0,0,0,1 
teeth,1,3,0,2 
teian,1,0,0,0 
teios,1,0,0,0 
tells,0,0,0,1 
tempt,0,0,0,1 
tends,0,0,0,1 
tenor,0,0,0,1 
tenth,1,1,0,0 
tents,1,0,0,0 
tepid,1,0,0,0 
terms,22,25,22,26 
terry,0,0,0,9 
texts,1,1,1,1 
thank,0,8,0,3 
theft,0,1,0,0 
their,120,116,5,153 
theme,0,0,0,6 
there,28,107,9,225 
these,17,55,3,108 
thick,1,2,0,0 
thief,0,1,0,0 
thigh,1,0,0,0 
thine,7,0,0,0 
thing,0,11,0,17 
think,1,48,1,98 
third,0,1,0,4 
those,18,26,2,182 
three,1,29,0,23 
threw,0,12,0,2 
throw,0,8,0,3 
thule,1,0,0,0 
thumb,0,1,0,0 
tiger,0,10,0,0 
tight,0,1,0,1 
times,0,4,0,13 
timid,0,1,0,0 
tinge,0,0,0,1 
tired,1,9,0,0 
tires,0,1,0,0 
titan,1,0,0,0 
title,0,2,0,3 
toast,0,0,0,2 
today,0,1,0,0 
toils,3,0,0,0 
tombs,2,0,0,0 
tommy,0,1,0,0 
tones,0,0,0,20 
toole,0,0,0,17 
tools,0,2,0,0 
tooth,0,1,0,0 
topic,0,2,0,5 
torch,2,3,0,0 
torry,1,0,0,0 
total,0,0,0,1 
touch,2,3,0,4 
tours,0,0,0,3 
tower,0,0,0,2 
towns,4,0,0,1 
trace,0,1,0,2 
track,0,1,0,0 
tract,0,1,0,0 
trade,0,1,0,2 
trail,0,2,0,0 
train,2,7,0,7 
tramp,0,1,0,0 
trask,0,1,0,0 
tread,2,0,0,1 
treat,0,0,0,3 
trees,4,2,0,0 
trend,0,0,0,1 
trial,0,1,0,3 
tribe,0,2,0,1 
trick,0,1,0,1 
tried,1,9,1,2 
troop,1,0,0,1 
trout,0,0,0,2 
truck,0,1,0,0 
truer,0,0,0,1 
truly,0,0,0,5 
trump,1,0,0,0 
trust,0,1,0,1 
truth,0,5,0,9 
tunic,1,0,0,0 
turns,0,1,0,1 
tusky,1,0,0,0 
twain,0,7,0,0 
twice,0,0,1,2 
twins,1,0,0,0 
twist,0,1,1,0 
types,1,1,1,1 
uncle,0,2,0,1 
under,10,39,7,72 
unfit,0,1,0,1 
union,0,0,0,3 
until,2,54,1,20 
upper,2,3,1,1 
upset,0,1,0,0 
urged,0,5,0,5 
urnal,2,0,0,0 
usher,1,0,0,0 
using,6,9,6,7 
usual,0,5,0,3 
utter,0,2,0,3 
vague,1,2,0,1 
vales,2,0,0,0 
valor,1,0,0,0 
value,0,0,0,8 
vapor,1,0,0,0 
veils,4,0,0,0 
veins,2,0,0,0 
venom,1,0,0,0 
vents,1,0,0,0 
verge,2,1,0,3 
verse,4,0,0,10 
vices,0,1,0,0 
views,0,0,0,2 
villa,0,0,0,1 
visit,2,6,1,21 
vital,0,0,0,1 
vivid,0,2,0,9 
vixen,0,2,0,0 
vocal,1,0,0,0 
vogue,0,0,0,1 
voice,3,19,2,21 
vowed,1,0,0,0 
waged,0,0,0,2 
wages,0,1,0,1 
wagon,0,22,0,0 
waifs,0,1,0,0 
waist,0,1,0,0 
waken,0,0,0,1 
walks,2,1,1,1 
walls,4,0,0,3 
wants,0,1,0,1 
warms,1,0,0,0 
waste,1,1,0,0 
watch,1,5,0,3 
water,1,4,1,3 
watts,0,0,0,7 
waved,0,1,0,1 
waver,1,0,0,0 
waves,3,0,0,0 
waxed,0,1,0,0 
waxen,2,0,0,0 
weary,7,1,0,0 
wedge,0,1,0,0 
weeds,2,2,0,0 
weeks,0,4,1,3 
weird,1,0,0,1 
wells,1,0,0,3 
welsh,1,0,0,0 
wheel,0,2,0,0 
whelm,1,0,0,0 
where,53,72,9,73 
which,54,108,8,591 
while,27,99,4,54 
whirl,1,0,0,0 
white,2,3,0,13 
whole,0,9,0,19 
whose,51,9,0,71 
widen,0,0,0,1 
wider,0,0,0,14 
width,0,1,0,0 
wight,0,0,0,2 
wilde,0,0,0,4 
wilds,1,0,0,0 
wiles,1,0,0,0 
wills,1,0,0,4 
winds,12,0,0,0 
wings,1,0,0,0 
wiped,0,1,1,0 
wired,0,1,0,0 
wires,0,0,0,1 
wiser,0,1,0,0 
woful,0,0,0,1 
wolfe,0,1,0,0 
woman,0,3,0,4 
women,1,4,0,5 
woned,1,0,0,0 
woods,7,2,0,0 
wooed,1,0,0,0 
words,3,30,0,14 
wordy,1,0,0,0 
works,23,26,23,31 
world,13,7,5,28 
worms,1,0,0,0 
worry,0,2,0,1 
worse,0,4,0,3 
worst,0,5,0,1 
worth,1,8,2,9 
would,3,102,10,160 
wound,0,2,0,0 
woven,2,0,0,0 
wrapt,2,0,0,0 
wrath,1,0,0,0 
wreck,1,0,0,0 
wring,0,0,0,1 
write,0,1,0,5 
wrong,1,2,0,3 
wrote,0,0,0,20 
wrung,0,0,0,1 
wythe,0,1,0,0 
xviii,0,0,0,2 
yards,0,2,0,0 
yates,0,0,0,5 
years,3,15,3,67 
yesty,1,0,0,0 
yield,1,1,0,10 
young,0,54,0,34 
yours,0,2,0,1 
youth,10,9,0,16 
zoned,1,0,0,0 
zones,2,0,0,0 
ægean,1,0,0,0 
